# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=102.2246 deg DEC=66.2613 deg PA=302.9 INC=72.1}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 47.12 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=54.97 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 1 times UGC03539.co.de20_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.0,0.228,0.018,4,4,13.260,0.40338567,172.564,172.56439,7.421,9.0062e+06,57.017,3.8727e+07
3.0,0.685,0.055,11,11,11.701,1.2580189,418.754,591.31885,4.389,3.0861e+07,50.313,1.3270e+08
5.0,1.142,0.091,19,19,10.018,1.6352046,619.264,1210.5829,3.326,6.3181e+07,43.076,2.7168e+08
7.0,1.599,0.127,27,27,8.492,2.0962875,745.987,1956.5702,2.816,1.0211e+08,36.516,4.3909e+08
9.0,2.056,0.164,34,34,6.810,2.8593256,753.363,2709.9333,2.453,1.4143e+08,29.284,6.0816e+08
11.0,2.513,0.200,43,43,5.770,2.93591,807.186,3517.1196,2.169,1.8356e+08,24.809,7.8931e+08
13.0,2.970,0.236,55,55,4.323,2.3212883,773.599,4290.7188,1.875,2.2394e+08,18.589,9.6292e+08
15.0,3.427,0.273,55,55,2.933,1.4997047,524.907,4815.6255,1.819,2.5133e+08,12.613,1.0807e+09
17.0,3.884,0.309,66,66,1.983,1.0907122,425.881,5241.507,1.631,2.7356e+08,8.528,1.1763e+09
19.0,4.341,0.346,73,73,1.531,0.83933467,363.574,5605.081,1.535,2.9253e+08,6.582,1.2579e+09
