# AUTHOR: CALIFA collaboration
# SOURCE: Own analysis of SDSS DR7 imaging
# DATE: 2014-09-09
# VERSION: 1.0
# COLAPRV: CJW
# PUBAPRV: None
# COLUMN1: CALIFAID, int, , the ID of the CALIFA galaxy
# COLUMN2: REALNAME, string , Galaxy name
# COLUMN3: DBName, string, , Name in CALIFA database
# COLUMN4: RA, float, degrees, right ascension J2000.0
# COLUMN5: DE, float, degrees, declination J2000.0
# COLUMN6: hubtyp, int, , Hubble type (see accompanying text file)
# COLUMN7: bar, int, Barredness A (0) or AB (1) or B (2)
# COLUMN8: merg, int, , Merging (1) or Isolated (0)
398, UGC06383, UGC06383,170.51086,42.81926,15,0,0
399, NGC3649, NGC3649,170.56143,20.20843,11,2,0
400, NGC3642, NGC3642,170.57455,59.07451999999999,12,0,0
401, IC2763, IC2763,170.57732,13.06505,15,0,0
402, NGC3648, NGC3648,170.63128999999998,39.87688,7,0,0
403, NGC3650, NGC3650,170.64746,20.70392,10,1,0
404, NGC3652, NGC3652,170.66261,37.76511,14,2,0
405, UGC06397, UGC06397,170.75879,34.4977,12,1,0
406, NGC3656, NGC3656,170.91103,53.842130000000004,10,1,1
407, UGC06414, UGC06414,171.02141,24.61544,12,1,0
408, NGC3668, NGC3668,171.37688,63.4463,12,2,0
409, UGC06433, UGC06433,171.38255,38.06058,16,1,0
410, NGC3674, NGC3674,171.61084,57.048359999999995,8,0,0
411, UGC06455, UGC06455,171.84129,40.01305,15,1,0
412, NGC3683, NGC3683,171.88271,56.87705,12,0,0
413, NGC3682, NGC3682,171.92166,66.58985,10,0,0
414, NGC3687, NGC3687,172.00252,29.51105,12,2,0
415, NGC3697, NGC3697,172.20988,20.79501,12,2,0
416, NGC3683A, NGC3683A,172.29898,57.13234,13,1,0
417, NGC3712, NGC3712,172.78897,28.56646,16,0,0
418, NGC3752, NGC3752,173.13443,74.62733,15,1,0
419, UGC06526, UGC06526,173.16461,35.32839,16,0,0
420, NGC3728, NGC3728,173.31575,24.44689,12,0,0
421, NGC3725, NGC3725,173.41888,61.88803000000001,13,2,0
422, UGC06545, UGC06545,173.43358,32.63366,13,1,0
423, UGC06588, UGC06588,174.30635,15.432520000000002,13,0,0
424, NGC3762, NGC3762,174.34929,61.75937,9,1,0
425, NGC3772, NGC3772,174.45197,22.69128,10,2,0
426, NGC3753, NGC3753,174.47413999999998,21.9812,10,1,1
427, UGC06617, UGC06617,174.82346,9.9624,7,0,0
428, NGC3780, NGC3780,174.84317,56.27066,14,0,0
429, NGC3786, NGC3786,174.92665,31.906029999999998,11,1,1
430, NGC3800, NGC3800,175.05624,15.342329999999999,13,1,0
431, NGC3798, NGC3798,175.05807,24.69706,11,2,0
432, NGC3801, NGC3801,175.07076,17.72789,9,0,0
433, NGC3805, NGC3805,175.17366,20.34295,7,0,0
434, NGC3812, NGC3812,175.28217,24.82183,0,0,0
435, NGC3809, NGC3809,175.31689,59.885769999999994,4,0,0
436, NGC3811, NGC3811,175.31929,47.69081,13,2,0
437, NGC3815, NGC3815,175.41371,24.8005,13,0,0
438, UGC06653, UGC06653,175.41556,15.965710000000001,11,0,0
439, NGC3816, NGC3816,175.45015,20.10371,9,0,0
440, NGC3825, NGC3825,175.59888,10.26414,11,2,0
441, UGC06677, UGC06677,175.71764,26.5407,11,0,0
442, IC2951, IC2951,175.85231000000002,19.74982,10,0,0
443, NGC3832, NGC3832,175.88098,22.72544,13,2,0
444, UGC06697, UGC06697,175.95447,19.96847,15,0,1
445, NGC3842, NGC3842,176.00898999999998,19.949820000000003,3,0,0
446, NGC3853, NGC3853,176.11803,16.55811,6,0,0
447, NGC3862, NGC3862,176.27092,19.60635,1,0,0
448, NGC3867, NGC3867,176.3734,19.400170000000003,6,2,0
449, NGC3869, NGC3869,176.43983,10.8246,9,0,0
450, NGC3872, NGC3872,176.45438000000001,13.76668,5,0,0
451, NGC3884, NGC3884,176.55075,20.39166,9,0,0
452, NGC3883, NGC3883,176.69655,20.675420000000003,13,2,0
453, NGC3886, NGC3886,176.77331999999998,19.83718,7,0,0
454, UGC06758, UGC06758,176.77647,13.70681,15,1,0
455, NGC3888, NGC3888,176.89325,55.96722,14,0,0
456, NGC3891, NGC3891,177.01398999999998,30.35933,12,0,0
457, UGC06774, UGC06774,177.0472,54.99179,15,1,0
458, NGC3897, NGC3897,177.24776,35.01605,13,0,0
459, UGC06791, UGC06791,177.34837,26.741559999999996,14,0,0
460, UGC06794, UGC06794,177.34973,16.64189,16,1,0
461, NGC3910, NGC3910,177.4971,21.33364,4,0,0
462, NGC3899, NGC3899,177.51855,26.479229999999998,16,1,0
463, NGC3916, NGC3916,177.71268999999998,55.14363,13,0,0
464, NGC3921, NGC3921,177.77864,55.07874,15,0,1
465, UGC06845, UGC06845,178.15073,13.468020000000001,13,0,0
466, NGC3937, NGC3937,178.17755,20.6313,4,0,0
467, NGC3944, NGC3944,178.27118000000002,26.20693,7,0,0
468, NGC3947, NGC3947,178.33467,20.75171,13,2,0
469, IC2973, IC2973,178.46278,33.3649,16,2,0
470, NGC3958, NGC3958,178.64029,58.367059999999995,11,1,0
471, UGC06891, UGC06891,178.81975,17.48757,12,1,0
472, NGC3968, NGC3968,178.86958,11.96836,12,2,0
473, UGC06905, UGC06905,178.94433999999998,29.941440000000004,12,0,0
474, NGC3987, NGC3987,179.33846,25.194770000000002,11,1,0
475, NGC3991, NGC3991,179.379,32.33702,18,0,0
476, NGC3994, NGC3994,179.40361000000001,32.27762,13,1,0
477, NGC3993, NGC3993,179.40758,25.24059,13,0,0
478, NGC3995, NGC3995,179.43373,32.29407,18,0,0
479, NGC4003, NGC4003,179.49597,23.1249,9,2,0
480, NGC4002, NGC4002,179.49706,23.20204,7,0,0
481, NGC4008, NGC4008,179.57092,28.19247,5,0,0
482, NGC4012, NGC4012,179.6147,10.0215,13,2,0
483, NGC4018, NGC4018,179.66985,25.31634,11,0,0
484, NGC4015NED01, NGC4015NED01,179.67748999999998,25.036620000000003,4,0,1
485, NGC4017, NGC4017,179.69028,27.452440000000003,14,0,0
486, UGC07012, UGC07012,180.51311,29.84798,15,1,0
487, UGC07017, UGC07017,180.59381000000002,29.861759999999997,12,1,0
488, UGC07016, UGC07016,180.5999,14.84365,12,1,0
489, NGC4047, NGC4047,180.71118,48.6362,13,0,0
490, UGC07031, UGC07031,180.83977,29.41981,15,0,0
491, UGC07041, UGC07041,180.95702,29.715459999999997,14,0,0
492, SDSSJ120353.51+252556.6, SDSSJ120353.51+252556.6,180.97375,25.43382,18,2,0
493, NGC4070, NGC4070,181.04707,20.40984,4,0,0
494, NGC4078, NGC4078,181.19847,10.59562,8,0,0
495, UGC07082, UGC07082,181.38393,51.50459,13,2,0
496, UGC07100, UGC07100,181.68532,17.71536,13,1,0
497, NGC4131, NGC4131,182.19704,29.30477,7,1,0
498, NGC4134, NGC4134,182.2917,29.1769,13,1,0
499, UGC07141, UGC07141,182.41467,23.28942,13,1,0
500, UGC07145, UGC07145,182.46243,38.21862,13,0,0
501, NGC4148, NGC4148,182.53316999999998,35.87761,9,0,0
502, NGC4149, NGC4149,182.63687,58.30413000000001,10,1,0
503, NGC4155, NGC4155,182.69035,19.04084,3,0,0
504, UGC07180, UGC07180,182.72316,66.92404,13,2,0
505, UGC07179, UGC07179,182.74146000000002,63.91438,11,0,0
506, NGC4158, NGC4158,182.79234,20.17567,12,0,0
507, IC0768, IC0768,182.94841,12.14371,13,0,0
508, NGC4162, NGC4162,182.96872,24.12361,13,0,0
509, NGC4168, NGC4168,183.07195,13.2052,2,0,0
510, NGC4169, NGC4169,183.07825,29.1794,7,0,0
511, NGC4175, NGC4175,183.12802,29.16856,11,1,0
512, IC0769, IC0769,183.13468999999998,12.12381,13,2,0
513, NGC4180, NGC4180,183.26268000000002,7.038930000000001,12,1,0
514, IC3046, IC3046,183.28278999999998,12.91822,13,1,0
515, NGC4185, NGC4185,183.34247,28.510959999999997,13,1,0
516, NGC4191, NGC4191,183.46001,7.2009,8,0,0
517, NGC4200, NGC4200,183.68428,12.180760000000001,7,0,0
518, NGC4210, NGC4210,183.81601,65.98532,12,2,0
519, UGC07270, UGC07270,183.89348999999999,21.83269,10,1,0
520, NGC4211NED02, NGC4211NED02,183.9055,28.169620000000002,9,0,1
521, NGC4213, NGC4213,183.90652,23.98187,3,0,0
522, UGC07286, UGC07286,183.99686,27.4422,12,2,0
523, NGC4227, NGC4227,184.1404,33.522059999999996,9,0,0
524, NGC4238, NGC4238,184.23256999999998,63.40993,15,0,0
525, NGC4233, NGC4233,184.282,7.624389999999999,7,1,0
526, 2MASXJ12170922+1227142, 2MASXJ12170922+1227142,184.28865,12.45403,14,0,0
527, NGC4256, NGC4256,184.67947,65.89826,12,0,0
528, IC0776, IC0776,184.763,8.85615,17,0,0
529, UGC07358, UGC07358,184.80093,49.35465,13,0,0
530, UGC07367, UGC07367,184.88373,49.81572,9,1,0
531, NGC4272, NGC4272,184.9485,30.33908,3,0,0
532, NGC4284, NGC4284,185.05255,58.09288000000001,12,0,0
533, NGC4290, NGC4290,185.198,58.09251,12,2,0
534, UGC07416, UGC07416,185.41322,40.848929999999996,13,2,0
535, IC3203, IC3203,185.44011,25.88465,11,1,0
536, NGC4305, NGC4305,185.515,12.74092,12,0,0
537, NGC4306, NGC4306,185.51711,12.78748,6,0,0
538, NGC4351, NGC4351,186.00624,12.20477,15,1,0
539, NGC4352, NGC4352,186.02094,11.218069999999999,7,0,0
540, IC3300, IC3300,186.27074,25.95755,13,1,0
541, IC3305, IC3305,186.31041000000002,11.8496,7,0,0
542, NGC4383, NGC4383,186.35634,16.47012,13,0,0
543, NGC4405, NGC4405,186.52975,16.180989999999998,11,1,0
544, IC3376, IC3376,186.95975,26.99353,10,2,0
545, NGC4450, NGC4450,187.12329,17.08501,10,0,0
546, IC3392, IC3392,187.18022,14.99951,10,0,0
547, IC0796, IC0796,187.35968,16.40474,7,0,0
548, NGC4470, NGC4470,187.40741,7.8242,14,0,0
549, NGC4475, NGC4475,187.44821000000002,27.24333,13,1,0
550, NGC4474, NGC4474,187.4731,14.068579999999999,8,0,0
551, NGC4476, NGC4476,187.49617,12.34865,6,0,0
552, NGC4500, NGC4500,187.8423,57.964580000000005,12,1,0
553, NGC4495, NGC4495,187.84534,29.13648,12,1,0
554, IC3453, IC3453,187.90726,14.85979,18,0,0
555, IC0797, IC0797,187.97824,15.12411,15,1,0
556, IC0800, IC0800,188.48608000000002,15.35481,16,2,0
557, NGC4545, NGC4545,188.64226000000002,63.52508,14,2,0
558, UGC07740, UGC07740,188.67548,49.32461,12,1,0
559, NGC4555, NGC4555,188.92163,26.52308,5,0,0
560, NGC4556, NGC4556,188.94107,26.908890000000003,3,0,0
561, NGC4570, NGC4570,189.22241,7.246589999999999,8,0,0
562, IC3598, IC3598,189.33781000000002,28.20815,8,1,0
563, NGC4578, NGC4578,189.37733,9.555069999999999,5,0,0
564, UGC07799, UGC07799,189.48099,34.02232,12,1,0
565, NGC4584, NGC4584,189.57446000000002,13.1099,9,1,0
566, NGC4598, NGC4598,190.04971,8.38373,8,2,0
567, UGC07848, UGC07848,190.23869,63.5196,14,1,0
568, NGC4612, NGC4612,190.38646,7.314889999999999,8,0,0
569, NGC4644, NGC4644,190.67776,55.14553000000001,12,0,0
570, NGC4644B, NGC4644B,190.71938,55.14581,14,0,0
571, NGC4641, NGC4641,190.78194,12.05118,7,0,0
572, IC3704, IC3704,190.93988000000002,10.76993,12,1,0
573, UGC07904, UGC07904,190.98814,40.72958,15,1,0
574, UGC07922, UGC07922,191.13539,56.15019,12,0,0
575, NGC4675, NGC4675,191.38284,54.7376,12,2,0
576, UGC07941, UGC07941,191.50357,64.56935,15,0,0
577, NGC4676A, NGC4676A,191.54211,30.731920000000002,17,1,1
578, NGC4686, NGC4686,191.66617,54.534240000000004,11,0,0
579, UGC07959, UGC07959,191.92485,26.98162,9,1,0
580, NGC4711, NGC4711,192.19111999999998,35.3327,13,0,0
581, UGC08004, UGC08004,192.9082,31.352759999999996,15,1,0
582, NGC4746, NGC4746,192.97977,12.08354,12,0,0
583, NGC4779, NGC4779,193.46181,9.71007,13,2,0
584, UGC08025, UGC08025,193.51033,29.603609999999996,11,1,0
585, UGC08040, UGC08040,193.68146000000002,58.776419999999995,13,0,0
586, NGC4795, NGC4795,193.7619,8.06555,10,2,1
587, IC0836, IC0836,193.97626,63.611619999999995,11,1,0
588, NGC4816, NGC4816,194.05061,27.74548,1,0,0
589, NGC4841A, NGC4841A,194.38313,28.476940000000003,3,0,1
590, NGC4846, NGC4846,194.4487,36.370709999999995,12,0,0
591, NGC4859, NGC4859,194.75761,26.815659999999998,10,0,0
592, NGC4874, NGC4874,194.89879,27.959259999999997,0,0,0
593, UGC08107, UGC08107,194.91574,53.34117,10,0,1
594, NGC4892, NGC4892,195.01469,26.89811,9,1,0
595, NGC4895, NGC4895,195.07469,28.20239,9,1,0
596, UGC08119, UGC08119,195.12682,48.30845,10,0,0
597, IC0843, IC0843,195.39,29.13059,8,0,0
598, IC4088, IC4088,195.43073,29.044659999999997,13,1,0
599, NGC4931, NGC4931,195.75365,28.03247,8,0,0
600, NGC4944, NGC4944,195.95811,28.18573,8,0,0
601, NGC4952, NGC4952,196.24326000000002,29.12224,6,0,0
602, NGC4956, NGC4956,196.25394,35.17803,1,0,0
603, NGC4961, NGC4961,196.44818,27.734140000000004,15,2,0
604, NGC4978, NGC4978,196.96053,18.41549,8,0,0
605, IC4202, IC4202,197.13158,24.700770000000002,12,0,0
606, UGC08231, UGC08231,197.15648000000002,54.074369999999995,16,1,0
607, UGC08234, UGC08234,197.19377,62.27169,8,0,0
608, NGC5000, NGC5000,197.44786000000002,28.906940000000002,13,2,0
609, UGC08250, UGC08250,197.58391,32.48319,14,0,0
610, UGC08267, UGC08267,197.79723,43.72633,12,1,0
611, NGC5016, NGC5016,198.02783,24.095010000000002,13,0,0
612, NGC5029, NGC5029,198.15663,47.06328,6,0,0
613, UGC08322, UGC08322,198.75381000000002,12.72526,9,1,0
614, NGC5056, NGC5056,199.05135,30.950309999999998,14,1,0
615, IC4215, IC4215,199.07011,25.40522,12,0,0
616, NGC5057, NGC5057,199.11569,31.03149,8,0,0
617, NGC5081, NGC5081,199.7843,28.50692,12,2,0
618, IC0881, IC0881,199.98477,15.85053,11,1,0
619, IC4225, IC4225,200.00396999999998,31.9814,11,1,0
620, NGC5127, NGC5127,200.93758,31.56575,2,0,0
621, NGC5125, NGC5125,201.00294,9.710189999999999,12,0,0
622, NGC5129, NGC5129,201.04176,13.97654,5,0,0
623, UGC08451, UGC08451,201.72473,32.19321,14,0,0
624, NGC5157, NGC5157,201.82021,32.03071,11,2,0
625, UGC08457, UGC08457,201.87823,20.88095,13,0,0
626, NGC5169, NGC5169,202.04187,46.67212,14,0,0
627, NGC5166, NGC5166,202.06293,32.03225,13,0,0
628, 2MASXJ13283353+4655382, 2MASXJ13283353+4655382,202.13828999999998,46.92719,16,1,0
629, NGC5165, NGC5165,202.16322,11.387039999999999,7,1,0
630, NGC5205, NGC5205,202.51488,62.511559999999996,13,2,0
631, NGC5198, NGC5198,202.54744,46.67072,1,0,0
632, UGC08498, UGC08498,202.60825,31.620790000000003,12,1,0
633, NGC5216, NGC5216,203.02873,62.70066,0,0,0
634, NGC5218, NGC5218,203.04324,62.76773000000001,11,2,0
635, NGC5207, NGC5207,203.05827,13.89238,12,2,0
636, NGC5208, NGC5208,203.11638,7.31645,10,0,0
637, NGC5210, NGC5210,203.20518,7.170089999999999,9,0,0
638, UGC08539, UGC08539,203.37093000000002,33.04237,12,2,0
639, NGC5223, NGC5223,203.60506999999998,34.69043,3,0,0
640, IC0900, IC0900,203.67923000000002,9.33687,14,0,0
641, NGC5222NED01, NGC5222NED01,203.73311,13.74215,5,0,1
642, UGC08564, UGC08564,203.74052,38.4575,8,0,0
643, NGC5233, NGC5233,203.80559,34.67743,8,0,0
644, NGC5240, NGC5240,203.97998,35.58825,14,2,0
645, IC0902, IC0902,204.00505,49.96083,12,0,0
646, NGC5250, NGC5250,204.03059,51.235820000000004,6,0,0
647, UGC08600, UGC08600,204.17517,34.74627,10,1,0
648, NGC5249, NGC5249,204.40623,15.97223,7,0,0
649, UGC08633, UGC08633,204.72301000000002,14.743829999999999,13,0,0
650, NGC5263, NGC5263,204.98187,28.40077,14,0,0
651, NGC5267, NGC5267,205.16652,38.794090000000004,11,2,0
652, UGC08662, UGC08662,205.3219,33.77261,15,0,0
653, NGC5289, NGC5289,206.2863,41.5034,11,0,0
654, NGC5308, NGC5308,206.75182,60.97315,8,1,0
655, UGC08726, UGC08726,206.95271,40.48854,16,0,0
656, NGC5305, NGC5305,206.98225,37.82633,12,2,0
657, UGC08733, UGC08733,207.16248000000002,43.41245,17,2,0
658, UGC08739, UGC08739,207.30855,35.25757,11,1,0
659, NGC5320, NGC5320,207.58491999999998,41.36622,13,1,0
660, NGC5318NED01, NGC5318NED01,207.65007,33.70483,7,1,0
661, IC4336, IC4336,207.68069,39.70677,13,0,0
662, NGC5326, NGC5326,207.71126,39.57486,10,0,0
663, IC0944, IC0944,207.87861999999998,14.092210000000001,11,0,0
664, UGC08778, UGC08778,208.02778999999998,38.06702,12,0,0
665, UGC08781, UGC08781,208.09476999999998,21.53935,12,2,0
666, UGC08794, UGC08794,208.24034,20.91701,12,2,0
667, NGC5349, NGC5349,208.30469,37.883140000000004,12,2,0
668, UGC08806, UGC08806,208.30931,38.22715,13,1,0
669, NGC5347, NGC5347,208.32411000000002,33.490840000000006,12,2,0
670, NGC5350, NGC5350,208.3401,40.36394,13,2,0
671, NGC5353, NGC5353,208.36137,40.28318,8,1,0
672, NGC5376, NGC5376,208.81689,59.506609999999995,12,1,0
673, NGC5379, NGC5379,208.89301,59.7428,11,1,0
674, IC0959, IC0959,209.01418,13.50584,11,0,0
675, UGC08858, UGC08858,209.01854,38.30418,14,2,0
676, NGC5378, NGC5378,209.21255,37.79724,12,2,0
677, UGC08873, UGC08873,209.31425,24.25757,12,1,0
678, UGC08881, UGC08881,209.49489,7.16173,14,0,0
679, NGC5402, NGC5402,209.56915,59.814569999999996,14,0,0
680, NGC5394, NGC5394,209.63834,37.45364,13,2,1
681, UGC08896, UGC08896,209.6609,7.21651,13,0,0
682, UGC08902, UGC08902,209.76167,15.565729999999999,11,0,0
683, NGC5401, NGC5401,209.93097000000003,36.23812,8,0,0
684, NGC5406, NGC5406,210.08382999999998,38.915420000000005,12,2,0
685, NGC5425, NGC5425,210.19865,48.44385,15,1,0
686, NGC5421NED02, NGC5421NED02,210.42545,33.8215,10,0,1
687, NGC5409, NGC5409,210.442,9.49028,12,2,0
688, NGC5439, NGC5439,210.4903,46.3119,12,0,0
689, NGC5411, NGC5411,210.49688999999998,8.93769,8,0,0
690, NGC5443, NGC5443,210.54916,55.81403,11,0,0
691, NGC5417, NGC5417,210.55432000000002,8.0371,10,0,0
692, NGC5433, NGC5433,210.65032999999997,32.510459999999995,14,0,0
693, UGC08955, UGC08955,210.65143999999998,34.85568,13,0,0
694, UGC08960, UGC08960,210.67972000000003,39.168420000000005,12,0,0
695, NGC5423, NGC5423,210.70259,9.341380000000001,6,0,0
696, NGC5448, NGC5448,210.70845,49.17266,11,1,0
697, UGC08988, UGC08988,210.83428999999998,60.9902,15,0,0
698, NGC5444, NGC5444,210.85052000000002,35.1321,2,0,0
699, NGC5434B, NGC5434B,210.86295,9.46728,14,0,0
700, NGC5445, NGC5445,210.88126,35.02531,11,1,0
701, NGC5436, NGC5436,210.92125,9.5735,10,0,0
702, UGC08984, UGC08984,210.9465,35.74168,8,0,0
703, NGC5473, NGC5473,211.18013,54.892619999999994,8,1,0
704, NGC5454, NGC5454,211.19044,14.38204,7,0,0
705, NGC5475, NGC5475,211.30173,55.741859999999996,9,0,0
706, UGC09014, UGC09014,211.36983999999998,34.92199,12,0,0
707, NGC5480, NGC5480,211.5899,50.72506,15,0,0
708, NGC5485, NGC5485,211.79729,55.00165,5,0,0
709, NGC5482, NGC5482,212.1279,8.93191,7,0,0
710, NGC5490, NGC5490,212.48872000000003,17.54555,3,0,0
711, UGC09071, UGC09071,212.51286000000002,54.2183,15,0,0
712, NGC5492, NGC5492,212.64682000000002,19.61223,12,1,0
713, UGC09080, UGC09080,212.64962999999997,59.35799,14,0,0
714, UGC09067, UGC09067,212.68941,15.2094,13,1,0
715, NGC5520, NGC5520,213.09505,50.348420000000004,13,0,0
716, NGC5513, NGC5513,213.28595,20.41627,6,0,0
717, UGC09110, UGC09110,213.5558,15.6224,12,1,0
718, UGC09113, UGC09113,213.56153999999998,35.42366,12,1,0
719, NGC5519, NGC5519,213.58694,7.5159,12,2,0
720, NGC5522, NGC5522,213.70987000000002,15.146889999999999,12,1,0
721, UGC09117, UGC09117,213.71683,14.12587,13,2,0
722, UGC09121, UGC09121,213.79892999999998,15.74208,12,1,0
723, NGC5525, NGC5525,213.91343999999998,14.282620000000001,10,0,0
724, NGC5533, NGC5533,214.03226,35.34383,11,0,0
725, IC0995, IC0995,214.12956,57.81016999999999,15,1,0
726, NGC5532, NGC5532,214.22062999999997,10.80742,4,0,1
727, NGC5546, NGC5546,214.53845,7.56455,3,0,0
728, IC0994, IC0994,214.5943,11.195160000000001,9,0,0
729, NGC5557, NGC5557,214.60717999999997,36.493559999999995,4,0,0
730, NGC5549, NGC5549,214.66171,7.377339999999999,8,0,0
731, UGC09165, UGC09165,214.69911000000002,24.94053,10,0,0
732, NGC5559, NGC5559,214.80327000000003,24.79873,12,2,0
733, UGC09182, UGC09182,215.19217999999998,21.93575,15,1,0
734, NGC5580, NGC5580,215.41002999999998,35.20486,2,0,0
735, UGC09199, UGC09199,215.49956,11.10013,12,1,0
736, NGC5587, NGC5587,215.54462999999998,13.91806,10,0,0
737, NGC5602, NGC5602,215.57847999999998,50.50136,9,0,0
738, NGC5598, NGC5598,215.61782999999997,40.31982,6,0,0
739, NGC5611, NGC5611,216.0199,33.0474,8,0,0
740, NGC5614, NGC5614,216.03162000000003,34.85885,10,0,1
741, NGC5616, NGC5616,216.08624,36.461420000000004,14,1,0
742, NGC5610, NGC5610,216.09557999999998,24.61412,12,2,0
743, NGC5622, NGC5622,216.55083,48.56398,13,0,0
744, NGC5631, NGC5631,216.63872,56.582609999999995,8,0,0
745, UGC09253, UGC09253,216.74377,31.517020000000002,14,1,0
746, NGC5623, NGC5623,216.78607000000002,33.25253,7,0,0
747, UGC09262, UGC09262,216.79311,35.92167,11,0,0
748, NGC5633, NGC5633,216.86827000000002,46.14658,13,0,0
749, NGC5630, NGC5630,216.90254,41.25776,17,2,0
750, NGC5635, NGC5635,217.13227999999998,27.409,10,0,0
751, UGC09291, UGC09291,217.15372000000002,38.99915,15,0,0
752, NGC5642, NGC5642,217.30617999999998,30.02645,5,0,0
753, NGC5656, NGC5656,217.60629,35.32103,12,0,0
754, NGC5657, NGC5657,217.68164,29.18082,13,2,0
755, NGC5659, NGC5659,217.77556,25.35511,12,0,0
756, NGC5665, NGC5665,218.10725,8.07864,14,1,0
757, NGC5675, NGC5675,218.166,36.30223,10,1,0
758, NGC5682, NGC5682,218.68741,48.67023,15,2,0
759, NGC5687, NGC5687,218.71833999999998,54.47585,4,0,0
760, NGC5689, NGC5689,218.87376,48.741640000000004,6,0,0
761, NGC5684, NGC5684,218.95897999999997,36.54323,3,0,0
762, UGC09401, UGC09401,219.03857000000002,21.79352,10,1,0
763, NGC5714, NGC5714,219.54799,46.63823,12,0,0
764, NGC5720, NGC5720,219.63867000000002,50.81524,13,2,0
765, UGC09448, UGC09448,219.74646,51.12068,12,0,0
766, NGC5730, NGC5730,219.96735,42.742340000000006,15,0,0
767, NGC5731, NGC5731,220.03839,42.77953,16,1,0
768, NGC5732, NGC5732,220.16231000000002,38.63782,13,0,0
769, UGC09476, UGC09476,220.38345,44.51277,13,0,0
770, NGC5739, NGC5739,220.62045,41.84235,9,1,0
771, NGC5735, NGC5735,220.6385,28.72645,13,2,0
772, UGC09492, UGC09492,221.05077000000003,7.94964,11,1,0
773, UGC09518, UGC09518,221.59061,32.78022,6,0,0
774, UGC09537, UGC09537,222.11147999999997,34.998059999999995,12,0,0
775, UGC09542, UGC09542,222.25494,42.46393,14,0,0
776, UGC09539, UGC09539,222.27489,22.19816,11,0,0
777, NGC5772, NGC5772,222.91202,40.59916,11,0,0
778, NGC5784, NGC5784,223.56853999999998,42.5579,8,0,0
779, UGC09598, UGC09598,223.78777000000002,43.81858,13,1,0
780, NGC5797, NGC5797,224.1002,49.69617,7,0,0
781, IC1079, IC1079,224.15067000000002,9.36974,4,0,0
782, UGC09629, UGC09629,224.29686,52.34605,7,1,0
783, UGC09665, UGC09665,225.38527000000002,48.3197,12,0,0
784, NGC5829, NGC5829,225.67502000000002,23.33362,14,0,0
785, UGC09711, UGC09711,226.65239,9.43844,11,1,0
786, IC4534, IC4534,226.67404,23.641920000000002,9,2,0
787, NGC5876, NGC5876,227.38155,54.50648,9,2,0
788, UGC09759, UGC09759,227.67134,55.34928000000001,11,0,0
789, NGC5888, NGC5888,228.28072000000003,41.26463,12,2,0
790, UGC09777, UGC09777,228.56312999999997,20.47865,13,0,0
791, NGC5908, NGC5908,229.17996000000002,55.409569999999995,10,0,0
792, UGC09842, UGC09842,231.27417000000003,37.96017,13,2,0
793, UGC09849, UGC09849,231.31853999999998,53.407059999999994,16,0,0
794, NGC5928, NGC5928,231.51198,18.07364,4,0,0
795, NGC5930, NGC5930,231.53312999999997,41.67606,11,1,1
796, NGC5934, NGC5934,232.05321,42.9299,12,1,1
797, UGC09873, UGC09873,232.46104,42.62892,12,0,0
798, UGC09892, UGC09892,233.21645,41.19147,13,0,0
799, NGC5951, NGC5951,233.42946,15.00725,15,1,0
800, UGC09901, UGC09901,233.61221,12.27018,14,0,0
801, NGC5953, NGC5953,233.63495,15.193779999999999,10,0,1
802, ARP220, ARP220,233.73836,23.50368,16,0,1
803, NGC5957, NGC5957,233.84672999999998,12.04759,12,2,0
804, NGC5971, NGC5971,233.90375,56.461690000000004,12,1,0
805, UGC09919, UGC09919,233.9153,12.60639,14,0,0
806, NGC5966, NGC5966,233.96712000000002,39.7689,4,0,0
807, IC4566, IC4566,234.17567000000003,43.539320000000004,12,2,0
808, UGC09937, UGC09937,234.34548999999998,20.54982,10,1,0
809, NGC5987, NGC5987,234.98897999999997,58.07951,10,0,0
810, NGC5980, NGC5980,235.37685,15.78769,13,0,0
811, UGC10043, UGC10043,237.1725,21.86976,11,1,0
812, UGC10042, UGC10042,237.23799,7.22209,14,0,0
813, NGC6004, NGC6004,237.59467,18.93927,13,2,0
814, UGC10097, UGC10097,238.93025,47.867259999999995,5,0,0
815, NGC6020, NGC6020,239.28391000000002,22.40458,4,0,0
816, NGC6021, NGC6021,239.37785,15.95605,5,0,0
817, IC1151, IC1151,239.63474,17.44146,15,2,0
818, UGC10123, UGC10123,239.76234,51.3047,11,0,0
819, NGC6027, NGC6027,239.80225,20.763360000000002,10,1,1
820, NGC6032, NGC6032,240.75467999999998,20.955920000000003,13,2,0
821, NGC6060, NGC6060,241.46662999999998,21.48491,12,0,0
822, UGC10205, UGC10205,241.66742000000002,30.09907,9,0,0
823, NGC6063, NGC6063,241.80414,7.97899,13,0,0
824, IC1199, IC1199,242.64311,10.04037,12,1,0
825, UGC10257, UGC10257,242.78132999999997,38.2513,13,0,0
826, NGC6081, NGC6081,243.23691000000002,9.86711,9,0,0
827, UGC10297, UGC10297,243.87024,18.904729999999997,14,0,0
828, UGC10331, UGC10331,244.33801,59.320130000000006,14,1,1
829, NGC6125, NGC6125,244.79807000000002,57.984140000000004,1,0,0
830, UGC10337, UGC10337,244.86917000000003,7.27875,12,0,0
831, NGC6132, NGC6132,245.91182999999998,11.78624,13,0,0
